1618477153307,-7.414585568,255.743694432,381.965303367
1618477153401,-9.414572598,261.743671167,377.965304452
1618477153495,-12.414573174,267.743672200,376.965304404
1618477153589,-6.414578628,261.743681984,377.965303948
1618477153683,-8.414575157,259.743675758,378.965304238
1618477153777,-9.414580852,261.743685973,379.965303762
1618477153871,-9.414579781,262.743684051,381.965303851
1618477153965,47.723932131,160.834779613,384.579841524
1618477154059,-9.414581923,260.743687894,377.965303672
1618477154153,-9.414581521,258.743687172,377.965303706
1618477154247,-7.414574193,260.743674028,378.965304319
1618477154340,-9.414582325,262.743688616,377.965303638
1618477154434,-7.414578521,261.743681792,379.965303957
1618477154528,-10.414586144,261.743695466,380.965303319
1618477154622,-7.414578521,261.743681792,379.965303957
1618477154716,-5.414580116,260.743684653,380.965303823
1618477154810,-10.414572491,261.743670974,379.965304461
1618477154904,-9.414580852,261.743685973,379.965303762
1618477154998,-9.414576926,262.743678931,378.965304090
1618477155092,-9.414571527,262.743669245,379.965304542
1618477155186,-9.414577329,264.743679652,378.965304056
1618477155280,-7.414587846,260.743698519,379.965303176
1618477155374,-8.414583813,261.743691285,380.965303514
1618477155468,-10.414583023,266.743689867,379.965303580
1618477155557,-10.414577890,261.743680660,378.965304009
1618477155651,-8.414574086,260.743673836,380.965304328
1618477155745,-8.414582030,260.743688086,375.965303663
1618477155839,-10.414585742,259.743694744,380.965303352
1618477155933,-11.414588179,259.743699117,378.965303148
1618477156027,-8.414580959,261.743686165,377.965303753
1618477156121,-6.414577155,260.743679341,379.965304071
1618477156215,-7.414587846,260.743698519,379.965303176
1618477156309,-7.414574193,260.743674028,378.965304319
1618477156403,-8.414590284,260.743702892,377.965302972
1618477156497,-9.414574381,262.743674366,382.965304303
1618477156591,-8.414579485,260.743683521,379.965303876
1618477156685,-6.414573632,263.743673021,378.965304366
1618477156775,-7.414587846,260.743698519,379.965303176
1618477156869,-8.414584885,260.743693207,378.965303424
1618477156963,-12.414584951,264.743693326,379.965303418
1618477157057,-8.414587739,260.743698327,381.965303185
1618477157151,-10.414572491,261.743670974,379.965304461
1618477157245,-8.414577033,262.743679123,376.965304081
1618477157339,-9.414580852,261.743685973,379.965303762
1618477157433,-8.414575560,261.743676479,378.965304204
1618477157527,-7.414574193,260.743674028,378.965304319
1618477157621,-9.414575453,261.743676287,380.965304213
1618477157715,-7.414583116,257.743690034,378.965303572
1618477157809,-10.414572491,261.743670974,379.965304461
1618477157903,-9.414584778,260.743693015,380.965303433
1618477157992,-8.414583411,259.743690563,380.965303547
1618477158086,-7.414574193,260.743674028,378.965304319
1618477158180,-7.414588515,257.743699719,377.965303120
1618477158274,-6.414577960,264.743680784,379.965304004
1618477158368,-7.414586775,261.743696598,381.965303266
1618477158462,-10.414572491,261.743670974,379.965304461
1618477158556,-6.414572827,259.743671577,378.965304433
1618477158650,-5.414589442,259.743701381,380.965303043
1618477158744,-4.414574824,260.743675160,379.965304266
1618477158838,-1.414577598,258.743680136,376.965304034
1618477158932,-1.414572601,260.743671172,377.965304452
1618477159026,-0.414589216,260.743700976,379.965303062
1618477159120,1.585413115,260.743696795,379.965303257
1618477159212,4.585412484,260.743697927,380.965303204
1618477159306,11.585416514,260.743690698,381.965303541
1618477159400,31.585420538,269.743683480,376.965303878
1618477159494,36.585423308,270.743678510,379.965304110
1618477159588,54.585426340,285.743673072,378.965304363
1618477159682,71.585420723,323.743683147,380.965303893
1618477159776,60.585420623,375.743683328,379.965303885
1618477159870,69.585417798,468.743688395,380.965303648
1618477159964,-90.414585223,598.743693814,380.965303396
1618477160058,-130.414573182,327.743672214,379.965304403
1618477160152,-57.414585368,228.743694074,382.965303384
1618477160246,-15.414572422,197.743670851,383.965304467
1618477160340,67.585427194,274.743671540,382.965304435
1618477160440,-5.414576895,465.743678875,390.965304093
1618477160536,-33.414575090,286.743675637,395.965304244
1618477160632,-39.414572267,302.743670573,408.965304480
1618477160728,-45.414579861,272.743684194,435.965303844
1618477160824,-28.414571751,264.743669648,459.965304523
1618477160920,-23.414576925,265.743678928,457.965304090
1618477161016,-15.414583341,260.743690438,251.965303553
1618477161112,-15.414580561,259.743685451,285.965303786
1618477161208,-12.414574796,259.743675110,326.965304268
1618477161304,-15.414571788,260.743669713,359.965304520
1618477161400,-11.414581969,263.743687976,404.965303668
1618477161496,-14.414590328,260.743702971,343.965302968
1618477161592,-12.414589161,261.743700879,334.965303066
1618477161690,-10.414575054,264.743675572,331.965304247
1618477161782,-12.414577552,265.743680053,361.965304038
1618477161874,-7.414572503,261.743670996,366.965304460
1618477161966,-10.414572181,261.743670419,372.965304487
1618477162058,-7.414576738,260.743678593,374.965304106
1618477162150,-12.414583837,260.743691327,372.965303512
1618477162242,-9.414581923,260.743687894,377.965303672
1618477162334,-10.414583290,261.743690345,377.965303558
1618477162426,-10.414578961,260.743682581,376.965303920
1618477162518,-12.414574821,261.743675155,379.965304266
1618477162610,-11.414579925,259.743684311,376.965303839
1618477162702,-5.414581590,261.743687297,378.965303700
1618477162794,-10.414584094,265.743691789,377.965303490
1618477162891,-10.414581816,260.743687702,379.965303681
1618477162985,-10.414572491,261.743670974,379.965304461
1618477163079,-10.414587215,260.743697387,378.965303229
1618477163173,-10.414572491,261.743670974,379.965304461
1618477163267,-9.414586251,261.743695658,378.965303310
1618477163361,-10.414587618,262.743698109,378.965303195
1618477163455,-9.414571527,262.743669245,379.965304542
1618477163549,-10.414578293,263.743681382,378.965303976
1618477163643,-9.414587725,262.743698301,376.965303186
1618477163737,-12.414575893,260.743677077,377.965304177
1618477163831,-7.414574998,264.743675472,378.965304251
1618477163925,-10.414578293,263.743681382,378.965303976
1618477164019,-8.414589615,263.743701692,379.965303028
1618477164112,-8.414575560,261.743676479,378.965304204
1618477164206,-10.414572088,259.743670253,379.965304495
1618477164300,-10.414581816,260.743687702,379.965303681
1618477164394,-10.414587215,260.743697387,378.965303229
1618477164488,-13.414585513,261.743694334,379.965303371
1618477164582,-9.414576524,260.743678209,378.965304124
1618477164676,-9.414587322,260.743697580,376.965303220
1618477164770,-11.414576712,262.743678546,382.965304108
1618477164864,-7.414578924,263.743682514,379.965303923
1618477164958,-6.414573632,263.743673021,378.965304366
1618477165052,-11.414578854,260.743682389,378.965303929
1618477165146,-10.414588689,261.743700031,376.965303106
1618477165240,-10.414577221,264.743679460,380.965304065
1618477165338,-8.414590284,260.743702892,377.965302972
1618477165432,-10.414582218,262.743688424,379.965303647
1618477165526,-7.414582540,262.743689000,373.965303620
1618477165620,-10.414582621,264.743689146,379.965303613
1618477165714,-9.414590177,260.743702700,379.965302981
1618477165808,nan,nan,nan
1618477165902,nan,nan,nan
1618477165996,nan,nan,nan
1618477166090,nan,nan,nan
1618477166184,nan,nan,nan
1618477166278,nan,nan,nan
1618477166372,nan,nan,nan
1618477166466,nan,nan,nan
1618477166556,nan,nan,nan
1618477166650,nan,nan,nan
1618477166744,nan,nan,nan
1618477166838,nan,nan,nan
1618477166932,nan,nan,nan
1618477167026,nan,nan,nan
1618477167120,nan,nan,nan
1618477167214,nan,nan,nan
1618477167308,nan,nan,nan
1618477167402,nan,nan,nan
1618477167496,nan,nan,nan
1618477167590,nan,nan,nan
1618477167684,nan,nan,nan
1618477167774,nan,nan,nan
1618477167868,nan,nan,nan
1618477167962,nan,nan,nan
1618477168056,nan,nan,nan
1618477168150,nan,nan,nan
1618477168244,nan,nan,nan
1618477168338,nan,nan,nan
1618477168432,nan,nan,nan
1618477168526,nan,nan,nan
1618477168620,nan,nan,nan
1618477168714,nan,nan,nan
1618477168808,nan,nan,nan
1618477168902,nan,nan,nan
1618477168996,nan,nan,nan
1618477169090,nan,nan,nan
1618477169184,nan,nan,nan
1618477169278,nan,nan,nan
1618477169372,nan,nan,nan
1618477169466,nan,nan,nan
1618477169560,nan,nan,nan
1618477169654,nan,nan,nan
1618477169748,nan,nan,nan
1618477169842,nan,nan,nan
1618477169936,nan,nan,nan
1618477170030,nan,nan,nan
