1618478050580	577	270	625
1618478050674	574	268	625
1618478050768	547	252	672
1618478050862	570	263	632
1618478050956	576	269	614
1618478051048	551	254	670
1618478051142	567	259	650
1618478051236	578	269	608
1618478051330	581	270	612
1618478051424	562	258	655
1618478051518	579	272	613
1618478051612	560	259	651
1618478051706	553	256	662
1618478051800	578	270	610
1618478051894	559	259	640
1618478051988	553	251	674
1618478052082	576	268	615
1618478052176	566	263	634
1618478052266	551	251	669
1618478052361	579	268	626
1618478052456	570	265	633
1618478052551	544	253	670
1618478052646	570	261	636
1618478052741	573	269	614
1618478052836	552	259	667
1618478052931	567	264	648
1618478053026	577	270	608
1618478053121	552	256	660
1618478053216	556	255	657
1618478053311	581	269	609
1618478053406	554	256	653
1618478053500	550	258	668
1618478053595	551	258	663
1618478053690	560	263	641
1618478053785	549	254	668
1618478053880	575	270	622
1618478053975	564	264	628
1618478054070	551	253	673
1618478054165	573	267	629
1618478054260	571	269	623
1618478054355	548	254	673
1618478054450	563	272	637
1618478054545	579	267	616
1618478054640	551	253	667
1618478054733	552	250	671
1618478054827	581	269	608
1618478054921	553	258	658
1618478055015	560	261	659
1618478055109	575	276	608
1618478055203	557	254	647
1618478055297	552	254	664
1618478055391	577	271	616
1618478055485	555	259	639
1618478055579	551	251	668
1618478055673	579	268	619
1618478055767	563	264	631
1618478055861	569	262	646
1618478055954	574	265	623
1618478056048	570	269	619
1618478056142	545	253	671
1618478056236	568	266	638
1618478056330	576	269	615
1618478056424	551	249	666
1618478056518	563	259	644
1618478056612	579	269	612
1618478056706	549	256	657
1618478056800	559	258	658
1618478056894	577	269	607
1618478056988	577	268	610
1618478057082	554	256	664
1618478057171	578	268	611
1618478057266	559	261	636
1618478057361	550	254	667
1618478057456	578	265	617
1618478057551	563	262	630
1618478057646	549	253	665
1618478057741	575	270	621
1618478057836	569	264	606
1618478057931	549	250	658
1618478058026	566	263	615
1618478058121	571	266	574
1618478058216	547	255	590
1618478058311	560	260	561
1618478058405	576	269	565
1618478058501	547	256	630
1618478058597	558	261	679
1618478058693	578	269	655
1618478058789	554	261	668
1618478058885	552	252	641
1618478058981	576	271	571
1618478059077	554	260	557
1618478059173	539	255	569
1618478059269	548	258	527
1618478059365	559	266	595
1618478059461	533	250	698
1618478059557	557	270	723
1618478059647	551	271	693
1618478059741	510	299	746
1618478059835	535	305	694
1618478059929	536	347	652
1618478060023	572	317	692
1618478060117	487	305	668
1618478060211	543	463	627
1618478060305	636	285	668
1618478060399	602	210	679
1618478060493	574	221	619
1618478060587	521	225	653
1618478060681	473	259	668
1618478060775	455	370	617
1618478060867	411	592	639
1618478060961	554	577	673
1618478061055	612	542	620
1618478061149	658	405	632
1618478061243	626	351	672
1618478061337	657	337	635
1618478061431	644	307	620
1618478061525	614	275	659
1618478061619	610	272	637
1618478061713	606	271	615
1618478061807	570	253	662
1618478061901	582	256	649
1618478061995	592	269	611
1618478062088	559	251	658
1618478062182	564	257	654
1618478062276	586	269	611
1618478062370	560	256	651
1618478062464	557	254	665
1618478062558	583	267	615
1618478062652	579	268	620
1618478062746	553	255	673
1618478062840	577	264	620
1618478062934	570	262	633
1618478063028	552	253	671
1618478063122	577	262	628
1618478063216	572	264	619
1618478063315	549	256	669
1618478063411	570	260	639
1618478063507	576	272	615
1618478063603	551	255	665
1618478063699	566	261	650
1618478063795	575	267	611
1618478063891	555	256	657
1618478063987	560	257	661
1618478064083	583	272	612
1618478064179	556	257	649
1618478064275	554	255	667
1618478064371	579	266	616
1618478064467	562	261	637
1618478064567	552	249	670
1618478064659	574	266	624
1618478064751	565	269	624
1618478064843	546	250	674
1618478064935	560	260	641
1618478065027	572	267	620
1618478065119	547	254	671
1618478065211	567	260	639
1618478065303	579	268	611
1618478065395	551	253	665
1618478065487	563	258	649
1618478065579	577	268	611
1618478065671	549	255	655
1618478065766	558	255	663
1618478065860	582	271	612
1618478065954	559	259	645
1618478066048	550	253	665
1618478066142	580	269	617
1618478066236	565	264	635
1618478066330	552	252	672
1618478066424	575	268	624
1618478066518	570	262	623
1618478066612	550	253	668
1618478066706	571	262	633
1618478066800	573	268	617
1618478066894	545	250	667
1618478066988	568	262	644
1618478067082	576	269	616
1618478067176	554	256	670
1618478067270	562	258	657
1618478067364	578	267	611
1618478067458	557	255	657
1618478067552	555	257	665
1618478067646	577	266	615
1618478067740	560	265	644
1618478067834	551	252	666
1618478067928	579	271	615
1618478068022	566	260	632
1618478068116	550	253	676
1618478068204	579	266	622
1618478068298	568	263	637
1618478068392	547	254	675
1618478068486	568	260	635
1618478068580	572	266	622
1618478068674	547	253	669
1618478068768	566	263	650
1618478068862	579	268	611
NaN	NaN	NaN	662
