1610678737311,-0.022401
1610678737404,0.080351
1610678737497,-0.005121
1610678737590,-0.123684
1610678737683,0.046990
1610678737776,0.015895
1610678737869,-0.063637
1610678737962,0.209055
1610678738055,-0.073043
1610678738154,0.086021
1610678738248,-0.021667
1610678738342,0.028240
1610678738436,0.117178
1610678738530,0.060867
1610678738624,-0.101199
1610678738718,-0.014465
1610678738812,-0.025340
1610678738906,0.107038
1610678739000,0.054927
1610678739094,0.057131
1610678739188,-0.101933
1610678739282,0.170024
1610678739382,-0.133825
1610678739476,-0.124419
1610678739570,-0.075247
1610678739664,0.096897
1610678739758,0.096897
1610678739852,0.060070
1610678739946,0.078882
1610678740040,0.108569
1610678740134,0.014426
1610678740228,-0.023871
1610678740322,0.005754
1610678740416,-0.077451
1610678740510,0.094693
1610678740600,0.027506
1610678740694,0.079617
1610678740788,-0.044152
1610678740882,-0.022401
1610678740976,0.067272
1610678741070,0.068741
1610678741164,0.119383
1610678741258,-0.143169
1610678741352,0.055661
1610678741446,-0.022401
1610678741540,0.056396
1610678741634,-0.073778
1610678741728,0.016630
1610678741820,-0.125889
1610678741914,0.006489
1610678742008,-0.039682
1610678742102,0.096162
1610678742196,-0.028279
1610678742290,-0.034012
1610678742384,0.235742
1610678742478,0.057866
1610678742572,0.056396
1610678742666,-0.023871
1610678742760,0.015895
1610678742854,0.094693
1610678742948,0.079617
1610678743039,0.118648
1610678743133,0.007224
1610678743227,0.106303
1610678743321,-0.073778
1610678743415,0.027506
1610678743509,0.026036
1610678743603,-0.024606
1610678743697,0.064333
1610678743791,-0.024606
1610678743885,0.027506
1610678743979,0.148273
1610678744073,0.096897
1610678744167,0.018099
1610678744255,0.026771
1610678744349,-0.123684
1610678744443,0.236477
1610678744537,0.097632
1610678744631,0.028975
1610678744725,0.105568
1610678744819,-0.023136
1610678744913,0.015895
1610678745007,0.149070
1610678745101,-0.044152
1610678745195,-0.026810
1610678745289,0.095427
1610678745383,-0.034746
1610678745482,-0.022401
1610678745578,0.026036
1610678745674,0.098366
1610678745770,0.107772
1610678745866,0.246617
1610678745962,0.247352
1610678746058,-0.057232
1610678746154,0.133724
1610678746250,0.054927
1610678746346,-0.074512
1610678746442,0.016630
1610678746538,0.027506
1610678746634,-0.022401
1610678746736,-0.048561
1610678746828,0.059335
1610678746920,-0.056879
1610678747012,-0.050156
1610678747104,0.058946
1610678747196,0.161734
1610678747288,-0.049350
1610678747380,0.176574
1610678747472,0.194797
1610678747564,0.063826
1610678747656,0.323966
1610678747748,1.137218
1610678747840,1.041675
1610678747938,6.925565
1610678748032,-0.657126
1610678748126,4.048200
1610678748220,-1.714728
1610678748314,4.329571
1610678748408,9.994751
1610678748502,-4.575408
1610678748596,-1.588554
1610678748690,-0.782760
1610678748784,-0.104200
1610678748878,-0.066638
1610678748972,-0.096998
1610678749066,-0.067373
1610678749154,0.159149
1610678749248,-0.097733
1610678749342,-0.015262
1610678749436,-0.134560
1610678749530,-0.101199
1610678749624,0.068741
1610678749718,0.135928
1610678749812,-0.215561
1610678749906,0.056396
1610678750000,0.006489
1610678750094,-0.011526
1610678750188,-0.024606
1610678750282,0.016630
1610678750375,-0.052027
1610678750469,0.015895
1610678750563,0.028975
1610678750657,-0.112809
1610678750751,-0.074512
1610678750845,0.195976
1610678750939,-0.064372
1610678751033,0.147538
1610678751127,0.134459
1610678751221,-0.023136
1610678751315,-0.008587
1610678751409,-0.018665
1610678751503,0.015895
1610678751596,-0.023136
1610678751690,-0.034012
1610678751784,0.120117
1610678751878,0.094693
1610678751972,-0.023871
1610678752066,0.067272
1610678752160,0.057131
1610678752254,0.068006
1610678752348,-0.083184
1610678752442,-3.839326
1610678752536,-0.225702
1610678752630,0.056396
1610678752724,0.012222
1610678752813,0.057866
1610678752907,-0.020869
1610678753001,-0.142434
1610678753095,0.116444
1610678753189,-0.125154
1610678753283,0.117178
1610678753377,0.046255
1610678753471,-0.182200
1610678753565,0.116444
1610678753659,0.057131
1610678753753,-0.115013
1610678753847,0.018099
1610678753941,-0.021667
1610678754031,-0.021667
1610678754125,-0.032542
1610678754219,0.114974
1610678754313,0.068741
1610678754407,0.130258
1610678754501,-0.023136
1610678754595,0.167085
1610678754689,0.054927
1610678754783,0.044051
1610678754877,0.096897
1610678754971,0.017365
1610678755065,-0.113544
1610678755159,-0.023871
1610678755251,0.028240
1610678755345,0.209055
1610678755439,0.081086
1610678755533,-0.031807
1610678755627,-0.125154
1610678755721,0.281240
1610678755815,0.006489
1610678755909,0.060132
1610678756003,0.056396
1610678756097,0.016630
1610678756191,-0.021667
1610678756285,0.017365
1610678756379,-0.032542
1610678756467,0.108507
1610678756561,0.057131
1610678756655,-0.033277
1610678756749,0.148273
1610678756843,-0.024606
1610678756937,0.068006
1610678757031,0.185835
1610678757125,-0.034012
1610678757219,-0.026075
1610678757313,0.057866
1610678757407,0.015895
1610678757501,-0.020197
1610678757595,-0.035481
1610678757687,-0.111339
1610678757781,-0.034012
1610678757875,0.288588
1610678757969,-0.059963
1610678758063,0.028240
1610678758157,0.007224
1610678758251,-0.020932
1610678758345,0.057131
1610678758439,-0.021667
1610678758533,-0.021667
